지자체명,연월,영업대수,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),합계
경기도 남양주시,2023-01,7192,179376,2107305,1245606.7,861698.2,313927634,134959499,178968135,합계
경기도 오산시,2023-01,3013,50974,729432,420465.3,308966.6,115606911,48234627,67372284,합계
경기도 시흥시,2023-01,6391,127708,1614685,913429.5,701255.4,253046055,105272578,147773477,합계
경기도 군포시,2023-01,1150,25959,286579,165278.4,121300.5,47522898,19228964,28293934,합계
경기도 의왕시,2023-01,480,8811,102536,58904.9,49251,17119810,6786925,10332885,합계
경기도 하남시,2023-01,1128,22352,300977,169552.9,131424,43473089,18956413,24516676,합계
경기도 용인시,2023-01,29637,382397,6401728.2,2921782.5,3639110.4,967297703,325399091,641898612,합계
경기도 파주시,2023-01,637,13554,181867,101030.8,80836.1,23749375,9858652,13890723,합계
경기도 이천시,2023-01,3899,96533,1106973,585136.9,904058,176443897,62995796,113448101,합계
경기도 안성시,2023-01,2370,39161,532858,246918.8,285939.1,87163927,25170172,61993755,합계
경기도 김포시,2023-01,3525,60161,987758,544040.8,443717.1,138167061,53515896,84651165,합계
경기도 화성시,2023-01,5708,81499,1669358,766544.7,902813.2,246079008,79741068,166337940,합계
경기도 광주시,2023-01,2875,46582,730139,410922,319216.9,104543088,40425039,64118049,합계
경기도 양주시,2023-01,1646,36904,418356,223246.8,195109.1,62022483,25467310,36555173,합계
경기도 포천시,2023-01,1848,33893,491317,218105.9,273211,67324408,22561032,44763376,합계
경기도 여주시,2023-01,1296,25980,288981,131366.3,157614.6,48683530,13985491,34698039,합계
경기도 연천군,2023-01,234,4994,70837,30106.1,40730.8,9553993,2522888,7031105,합계
경기도 가평군,2023-01,1094,21115,287827,128579.1,159247.8,38622450,11413827,27208623,합계
경기도 양평군,2023-01,664,13655,194492.6,71010,126693.9,25061630,6855788,18205842,합계
강원특별자치도 춘천시,2023-01,32800,795451,5160413,2496188.6,2664224.3,1068111675,381688510,686423165,합계
강원특별자치도 원주시,2023-01,37114,878925,6352702.1,3265165.8,3160563.1,1245829620,440867834,804961786,합계
강원특별자치도 강릉시,2023-01,24872,578151,4298033.9,2152582.7,2158235.2,802149474,289909638,512239836,합계
강원특별자치도 동해시,2023-01,10720,219311,1599657,738473.5,861183.4,347911661,87527284,260384377,합계
강원특별자치도 태백시,2023-01,4039,116273,940639,422466.2,518172.7,146870676,43538842,103331834,합계
강원특별자치도 속초시,2023-01,11332,293007,1846313.5,876925.6,990531.3,354014971,130074257,223940714,합계
강원특별자치도 삼척시,2023-01,2783,79591,505941,218761,287179.9,107127801,26909702,80218099,합계
강원특별자치도 홍천군,2023-01,3064,44295,605937,158668.4,447268.5,113434457,16252462,97181995,합계
강원특별자치도 횡성군,2023-01,1242,17650,242846,87293.6,155552.3,45446274,8212903,37233371,합계
강원특별자치도 영월군,2023-01,2049,42336,392683,122664.6,270018.3,68138153,13136986,55001167,합계
강원특별자치도 평창군,2023-01,2772,34612,641643,261036.7,380606.2,73660939,20218297,53442642,합계
강원특별자치도 정선군,2023-01,4737,97146,1367558.4,568202.4,800636.5,170371613,45045966,125325647,합계
강원특별자치도 철원군,2023-01,2227,30001,417019,171722.9,245296,67338186,14957585,52380601,합계
강원특별자치도 화천군,2023-01,1241,18676,259500,107346.9,152153,42298498,9347482,32951016,합계
강원특별자치도 양구군,2023-01,939,13614,218793,98267.3,120525.6,25960981,7740698,18220283,합계
강원특별자치도 인제군,2023-01,1200,14906,265886,109031.7,156854.2,34985964,7838060,27147904,합계
강원특별자치도 고성군,2023-01,1597,17075,345414,133592.2,211821.7,61152655,11490432,49662223,합계
강원특별자치도 양양군,2023-01,2053,24183,336242,131776.1,204465.8,64898035,12086258,52811777,합계
충청북도 청주시,2023-01,87816,1699782,15946229,8387407.4,7749460.5,2793397454,1164393998,1629003456,합계
충청북도 충주시,2023-01,23110,495782,3861250,1674717.2,2186532.7,725850980,226810365,499040615,합계
충청북도 제천시,2023-01,10531,187472,1664339.2,587548.3,1119850.6,309737266,79810221,229927045,합계
충청북도 보은군,2023-01,1776,10776,300965,83827.8,217137.1,43434710,8247509,35187201,합계
충청북도 옥천군,2023-01,3575,58245,554220,192256.5,361963.4,119267191,23280598,95986593,합계
충청북도 영동군,2023-01,2869,36681,488072,155572.2,332499.7,91138016,15739950,75398066,합계
충청북도 증평군,2023-01,2986,39167,572737.7,183999,391838.9,99046019,20501658,78544361,합계
충청북도 진천군,2023-01,3257,68382,882510.7,377074.3,506952.6,117676185,35951684,81724501,합계
충청북도 괴산군,2023-01,1331,11125,273367,101761.1,171605.8,33075263,9424402,23650861,합계
충청북도 음성군,2023-01,5700,108358,1500750,622734.3,878015.6,214901981,56689108,158212873,합계
충청북도 단양군,2023-01,,,,,,,,,합계
충청남도 천안시,2023-01,5937,170948,1685188,938556.6,767283.3,248065868,116561057,131504811,합계
충청남도 공주시,2023-01,2218,35926,456884,174480.3,282403.6,77398697,18141832,59256865,합계
충청남도 보령시,2023-01,7706,140935,1267015,531460.5,735554.4,267586287,63416107,204170180,합계
충청남도 아산시,2023-01,7720,181501,1983691,1043545.9,940145,311333186,113146942,198186244,합계
충청남도 서산시,2023-01,2707,81121,628724.1,301046.2,462878.7,126580938,39195318,87385620,합계
충청남도 논산시,2023-01,4860,80313,930597,402354.7,528242.2,155035180,43973801,111061379,합계
충청남도 계룡시,2023-01,1512,31444,354301,154969.8,199331.1,53425224,15778777,37646447,합계
충청남도 당진시,2023-01,2664,49000,667382,261003.2,406378.7,95293437,25311016,69982421,합계
충청남도 금산군,2023-01,,,,,,,,,합계
충청남도 부여군,2023-01,323,3423,64908,21000.7,43907.2,11623967,1954320,9669647,합계
충청남도 서천군,2023-01,522,5049,100539,28768.6,71770.3,16612887,2706740,13906147,합계
충청남도 청양군,2023-01,377,2045,72458,18892.6,53565.3,11377476,1926386,9451090,합계
충청남도 홍성군,2023-01,2516,43951,459505.5,181137.7,296959.2,84706119,19364246,65341873,합계
충청남도 예산군,2023-01,1436,23399,309913,104268.6,205644.3,53206311,10256146,42950165,합계
충청남도 태안군,2023-01,1561,18103,271253,81769.3,189483.6,52405517,8265768,44139749,합계
전북특별자치도 전주시,2023-01,64330,1503367,11480302.2,6068857,5417756.9,2137044307,913945061,1223099246,합계
전북특별자치도 군산시,2023-01,31173,699783,5370645,2555252.2,2824695.7,915853408,348689497,567163911,합계
전북특별자치도 익산시,2023-01,5964,139288,1135673.3,536364.6,600715.3,212419924,68733597,143686327,합계
전북특별자치도 정읍시,2023-01,11821,225573,1931519,763954.4,1215958.5,381717722,95607335,286110387,합계
전북특별자치도 남원시,2023-01,7190,126427,1107292,404903.5,705537.4,233669064,48932894,184736170,합계
전북특별자치도 김제시,2023-01,7941,110630,1222727,383597,839129.9,213358462,45967077,167391385,합계
전북특별자치도 완주군,2023-01,3153,36863,603552,242839,360712.9,97728130,26046755,71681375,합계
전북특별자치도 진안군,2023-01,805,5980,149396,44995.7,104400.2,19920297,4483888,15436409,합계
전북특별자치도 무주군,2023-01,1192,8988,281354,99140.7,182213.2,29881933,8591177,21290756,합계
전북특별자치도 장수군,2023-01,452,1518,94395,17158.6,77236.3,8366340,1602892,6763448,합계
전북특별자치도 임실군,2023-01,1057,5537,197386,58510.9,138875,22933793,5432799,17500994,합계
전북특별자치도 순창군,2023-01,1140,6152,183044,52601.4,130442.5,25750843,5332382,20418461,합계
전북특별자치도 고창군,2023-01,3284,37748,626025,198575.3,427449.6,92111528,20214789,71896739,합계
전북특별자치도 부안군,2023-01,3858,34269,635918.8,166703,490249.9,115356431,17768445,97587986,합계
전라남도 목포시,2023-01,31677,812493,5897956.3,2846091.6,3056445.3,1013175038,426155607,587019431,합계
전라남도 여수시,2023-01,33470,837857,6672052,3487832.1,3188206.8,1138848489,434516113,704332376,합계
전라남도 순천시,2023-01,9605,270303,2061695,1063181.5,998513.4,367508055,135015124,232492931,합계
전라남도 나주시,2023-01,4527,54188,1022119,386483.4,635635.5,136068567,35546117,100522450,합계
전라남도 광양시,2023-01,8427,155967,1567114.5,713956.6,878672.3,301812638,79449529,222363109,합계
전라남도 담양군,2023-01,1996,14554,325154,99267.4,225886.5,50345233,9373499,40971734,합계
전라남도 곡성군,2023-01,204,595,42341,7582.7,34758.2,3932258,600054,3332204,합계
전라남도 구례군,2023-01,450,4581,74456,18489.6,55966.3,13852826,1670500,12182326,합계
전라남도 고흥군,2023-01,1879,14318,356702,93708.7,262993.2,46925301,8280030,38645271,합계
전라남도 보성군,2023-01,2157,15222,394810,117519.6,277290.3,39592168,9920220,29671948,합계
전라남도 화순군,2023-01,1690,26989,282472,106635.6,175836.3,58225166,12935028,45290138,합계
전라남도 장흥군,2023-01,1379,9141,269350,74244.5,195105.4,33325527,6586947,26738580,합계
전라남도 강진군,2023-01,1849,12278,374800,79590.4,298743.5,44115744,7851850,36263894,합계
전라남도 해남군,2023-01,4362,59274,971349,282780.4,688568.5,119113483,27582475,91531008,합계
전라남도 영암군,2023-01,2210,17682,456523,154228.1,302294.8,41602800,14231806,27370994,합계
전라남도 무안군,2023-01,3456,54990,796576,318057.5,478518.4,104643740,33918849,70724891,합계
전라남도 함평군,2023-01,559,2060,104218,19864,84353.9,12185051,1789180,10395871,합계
전라남도 영광군,2023-01,2709,35074,569740,160318.8,409421.1,101042350,17225458,83816892,합계
전라남도 장성군,2023-01,2382,17601,401702,111341.7,290360.2,80301245,10336979,69964266,합계
전라남도 완도군,2023-01,2811,37534,559040.3,160451.9,400578,80551491,17265974,63285517,합계
전라남도 진도군,2023-01,1438,7271,323385,85046.6,253890.3,34737215,7554399,27182816,합계
전라남도 신안군,2023-01,1106,9882,191661,67384.7,124276.2,21877427,7474203,14403224,합계
경상북도 포항시,2023-01,45018,912621,8157497.1,4094994.7,4523937.2,1372957491,539574063,833383428,합계
경상북도 경주시,2023-01,25325,456515,4907729.9,2115207.5,2795532.4,796555864,235668348,560887516,합계
경상북도 김천시,2023-01,8025,136827,1374991,633866,741124.9,254119411,70791161,183328250,합계
경상북도 안동시,2023-01,3930,91847,755017,333121.2,421895.7,110056871,41532096,68524775,합계
경상북도 구미시,2023-01,6492,162097,1429823,802894.9,626928,233706492,97871022,135835470,합계
경상북도 영주시,2023-01,7895,161376,1143896,438884.8,705011.1,234302365,63371130,170931235,합계
경상북도 영천시,2023-01,6652,120775,1102393,419562,682830.9,186539455,51140122,135399333,합계
경상북도 상주시,2023-01,7604,117104,1015507.7,337079,679754.9,247305256,45431269,201873987,합계
경상북도 문경시,2023-01,2133,37770,341382,126431.2,214950.7,69374277,14788605,54585672,합계
경상북도 경산시,2023-01,4034,79836,849751,431160.6,418590.3,143862183,50781239,93080944,합계
경상북도 의성군,2023-01,1822,8866,328453,64994,263458.9,45077738,5770300,39307438,합계
경상북도 청송군,2023-01,814,4486,145789,41420.1,104368.8,16508615,3639379,12869236,합계
경상북도 영양군,2023-01,723,3275,129194,35358.7,93835.2,13688050,3367346,10320704,합계
경상북도 영덕군,2023-01,1774,18066,301046,99554.2,201491.7,28658536,8997508,19661028,합계
경상북도 청도군,2023-01,1352,10304,209221,67165.6,142055.3,30758647,6909046,23849601,합계
경상북도 고령군,2023-01,190,756,44866,10309.6,34556.3,5604761,754858,4849903,합계
경상북도 성주군,2023-01,1048,9425,231445,74071.9,157373,20775679,6425532,14350147,합계
경상북도 칠곡군,2023-01,197,3638,49492,21345.4,28146.5,7529885,1975955,5553930,합계
경상북도 예천군,2023-01,1388,12039,250197,63839.8,186357.1,34986063,5717489,29268574,합계
경상북도 봉화군,2023-01,1156,3699,184329,33627.8,150701.1,24445543,2635406,21810137,합계
경상북도 울진군,2023-01,2199,25661,441388,121845.2,319542.7,54658588,10288986,44369602,합계
경상북도 울릉군,2023-01,524,4265,41871,15025.7,26845.2,10795426,2274858,8520568,합계
경상남도 창원시,2023-01,65554,1222546,12752844.7,5864590.5,7640605.4,2188160055,712373580,1475786475,합계
경상남도 진주시,2023-01,34773,804623,6844719.9,3342030,3514453.9,1135711586,407136382,728575204,합계
경상남도 통영시,2023-01,13862,357047,3000524,1342252,1658271.9,473624633,169721372,303903261,합계
경상남도 사천시,2023-01,11324,253533,2117684,880363.8,1237320.1,386660497,100784807,285875690,합계
경상남도 김해시,2023-01,24102,533345,4831920,2395146.3,2436773.6,838494119,308134682,530359437,합계
경상남도 밀양시,2023-01,5412,87583,922313.6,332366.2,592899.7,160862099,37723946,123138153,합계
경상남도 거제시,2023-01,14525,374540,3121426,1610853.8,1510572.1,554073695,184586230,369487465,합계
경상남도 양산시,2023-01,17464,400417,3364333,1715776.4,1658456.5,627858600,207172439,420686161,합계
경상남도 의령군,2023-01,1182,6597,210259,60599.9,149659,20193044,5130575,15062469,합계
경상남도 함안군,2023-01,3238,33523,616924,225880.3,391043.6,87999791,21748835,66250956,합계
경상남도 창녕군,2023-01,3042,17558,512413,118687.3,393725.6,76338710,11170332,65168378,합계
경상남도 고성군,2023-01,2576,26589,460518,140968.9,319549,69980548,14879759,55100789,합계
경상남도 남해군,2023-01,2767,20859,463421,119955.8,343465.1,63131178,10484498,52646680,합계
경상남도 하동군,2023-01,1751,6986,338328,61565.8,276762.1,32824848,5311172,27513676,합계
경상남도 산청군,2023-01,980,7085,164056,68722.4,95333.5,15244029,5906354,9337675,합계
경상남도 함양군,2023-01,2105,14089,340197,68894.5,271302.4,49544875,6541688,43003187,합계
경상남도 거창군,2023-01,4095,67100,686830,222118.6,464711.3,107480931,25071993,82408938,합계
경상남도 합천군,2023-01,1897,7866,346190,82311.4,263878.5,38341828,7611742,30730086,합계
제주특별자치도,2023-01,39747,808481,8611387.6,4668145.7,3964253.2,1327889167,554600439,773288728,합계
서울특별시,2023-02,851451,12449702,177334588.2,101782346,206657355.9,29659806927,13256834104,16402972823,합계
부산광역시,2023-02,133525,2613335,27334421.6,15216343.6,12155465.3,4715026387,1964893236,2750133151,합계
대구광역시,2023-02,71589,1222168,13001913,6545016.4,6492138.5,2236935639,859870910,1377064729,합계
인천광역시,2023-02,129197,2359544,27960392,16154050.5,12405126.4,4578919671,2003082081,2575837590,합계
광주광역시,2023-02,50420,1197687,10994433.2,6637603.8,4509788.1,1837368621,836084521,1001284100,합계
대전광역시,2023-02,45945,1170324,9612757.8,5883672.5,3737795.4,1591738520,799480378,792258142,합계
울산광역시,2023-02,116853,2105004,21544045.8,10907864.3,11694174.6,3772750745,1327316365,2445434380,합계
세종특별자치시,2023-02,2718,76843,998783,510148.7,488634.2,128698053,50016512,78681541,합계
경기도 수원시,2023-02,25419,550967,6222647.9,3701762,3253356,1072291289,461533832,610757457,합계
경기도 성남시,2023-02,19380,368820,4885613.6,2594121.8,2334723.1,742593463,287924651,454668812,합계
경기도 의정부시,2023-02,7830,211363,2050448.3,1108105.6,966157.3,349394932,142651027,206743905,합계
경기도 안양시,2023-02,14416,342849,3963631.7,2262687.6,1702332.3,621920593,272986516,348934077,합계
경기도 부천시,2023-02,16383,265256,3423058.6,1502142.3,4145655.6,522815449,211187579,311627870,합계
경기도 광명시,2023-02,4270,47528,897138,416024.5,481113.4,155330758,45927745,109403013,합계
경기도 평택시,2023-02,14113,373159,3395337.7,1864523.3,1567728.6,534677025,223166277,311510748,합계
경기도 동두천시,2023-02,3398,80471,687180,307311.9,379868,135961866,36760230,99201636,합계
경기도 안산시,2023-02,10723,280388,2661088.1,1477439.4,2427413.5,425479151,193605292,231873859,합계
경기도 고양시,2023-02,10226,216615,2988096.8,1843946.2,1207343.7,492674497,202769855,289904642,합계
경기도 과천시,2023-02,1806,41246,478641,278108.2,200532.7,77291718,32413929,44877789,합계
경기도 구리시,2023-02,3920,93901,1139373,657954.2,481418.7,170594860,73770798,96824062,합계
경기도 남양주시,2023-02,14798,284609,3374970,1860538.2,1514431.7,537694089,209969324,327724765,합계
경기도 오산시,2023-02,3082,55783,767792,442133,333786.9,124326292,51759280,72567012,합계
경기도 시흥시,2023-02,11501,194142,2428857.4,1290979.7,1147901.2,410498913,156989909,253509004,합계
경기도 군포시,2023-02,1003,22284,258517,146051,112465.9,42819649,16836740,25982909,합계
경기도 의왕시,2023-02,481,8642,99923,56594.5,43328.4,17799011,6704783,11094228,합계
경기도 하남시,2023-02,1092,22798,320111,175832.6,144278.3,45598557,19353881,26244676,합계
경기도 용인시,2023-02,32160,450230,7065915.4,3480104.9,4545416,1070286817,388334964,681951853,합계
경기도 파주시,2023-02,1643,41585,577172,321068.3,256103.6,83265280,31106761,52158519,합계
경기도 이천시,2023-02,3640,87641,990845.5,513890.4,883496.5,166128060,55810986,110317074,합계
경기도 안성시,2023-02,2168,36952,495091,228185.2,266905.7,81246070,23178990,58067080,합계
경기도 김포시,2023-02,3321,57411,928077.6,507839.5,423630.4,136316774,50446763,85870011,합계
경기도 화성시,2023-02,5675,95856,1727266,891577.3,835688.6,255042224,92614022,162428202,합계
경기도 광주시,2023-02,2634,43702,684805,380416,304388.9,97972130,37197859,60774271,합계
경기도 양주시,2023-02,1555,35625,405007,213890.8,191116.1,60277515,24018020,36259495,합계
경기도 포천시,2023-02,1542,27409,391739,171513,220225.9,55974361,17447567,38526794,합계
경기도 여주시,2023-02,1195,24858,264428,124002.7,140425.2,46201835,13558299,32643536,합계
경기도 연천군,2023-02,208,4533,63225,26523.8,36701.1,8765027,2171931,6593096,합계
경기도 가평군,2023-02,1002,19532,266713,119540.9,147172,35473005,10493182,24979823,합계
경기도 양평군,2023-02,676,15119,184849,77265.8,112408.1,24825394,7455963,17369431,합계
강원특별자치도 춘천시,2023-02,30829,739398,4868140,2338055.3,2530084.6,1015265572,354931738,660333834,합계
강원특별자치도 원주시,2023-02,34812,806564,5965356.6,3004773.4,3173206.5,1180640950,401156575,779484375,합계
강원특별자치도 강릉시,2023-02,21359,544128,3919142.6,2080455.8,1850045.1,698731041,282214379,416516662,합계
강원특별자치도 동해시,2023-02,9562,191822,1412487,653597.9,758889,310505578,77947766,232557812,합계
강원특별자치도 태백시,2023-02,3753,100913,844142,360132.1,484009.8,133677697,36711402,96966295,합계
강원특별자치도 속초시,2023-02,10636,270739,1757644.8,815977.3,981492.6,330923023,114353629,216569394,합계
강원특별자치도 삼척시,2023-02,2360,72505,453241,204947.1,248293.8,90851748,25479617,65372131,합계
강원특별자치도 홍천군,2023-02,3105,50790,572886,184810.1,388075.8,113845122,18943721,94901401,합계
강원특별자치도 횡성군,2023-02,1103,14147,210151,69781.9,140369,40090985,6520398,33570587,합계
강원특별자치도 영월군,2023-02,1909,37147,376401,116409.9,259991,63994459,11972077,52022382,합계
강원특별자치도 평창군,2023-02,2494,29052,559113,223297.6,335815.3,61326524,16643665,44682859,합계
강원특별자치도 정선군,2023-02,4382,87632,1224617.1,514285,713661.9,155548267,39839841,115708426,합계
강원특별자치도 철원군,2023-02,2040,26956,376421,159121,217299.9,60548989,13254786,47294203,합계
강원특별자치도 화천군,2023-02,1137,14490,206527,83258.1,123268.8,35861446,6835200,29026246,합계
강원특별자치도 양구군,2023-02,893,12659,228905,103180,125724.9,24726626,7684407,17042219,합계
강원특별자치도 인제군,2023-02,1096,12794,235575,92048.2,143526.7,32031608,6473609,25557999,합계
강원특별자치도 고성군,2023-02,1428,15027,316534,119981.5,196552.4,54942806,10014593,44928213,합계
강원특별자치도 양양군,2023-02,1838,21677,318811,121803.1,197007.8,59590308,10750263,48840045,합계
충청북도 청주시,2023-02,81198,1595350,15036771.4,7896986.8,7518940.1,2610248732,1090438199,1519810533,합계
충청북도 충주시,2023-02,21330,448627,3615401,1529496.2,2085904.7,684468701,202626754,481841947,합계
충청북도 제천시,2023-02,9993,191501,1590573.4,606854.9,1044402,294660994,81024123,213636871,합계
충청북도 보은군,2023-02,1653,8565,262228,68898.5,193329.4,37998383,6919231,31079152,합계
충청북도 옥천군,2023-02,3241,48800,475271,162689,312581.9,106198052,19803548,86394504,합계
충청북도 영동군,2023-02,2608,31406,420216,133766.7,286449.2,79757071,13581259,66175812,합계
충청북도 증평군,2023-02,2730,34330,479680,154272.9,325407,88604311,17405069,71199242,합계
충청북도 진천군,2023-02,2966,59533,758895.3,315552.1,445168.8,105586394,30138547,75447847,합계
충청북도 괴산군,2023-02,1291,9456,245951,87517.1,158433.8,29645432,8334615,21310817,합계
충청북도 음성군,2023-02,5157,91873,1278991,520997.3,775188.6,191071750,47400673,143671077,합계
충청북도 단양군,2023-02,,,,,,,,,합계
충청남도 천안시,2023-02,18380,405309,3742398.9,2021097,1725987.9,603483574,270649632,332833942,합계
충청남도 공주시,2023-02,1959,30062,407382,149756,257625.9,68727803,15243785,53484018,합계
충청남도 보령시,2023-02,7054,128048,1157169,481552.8,675616.1,252696530,56157595,196538935,합계
충청남도 아산시,2023-02,7023,170300,1842610,966783.5,877988.4,290756114,104569345,186186769,합계
충청남도 서산시,2023-02,2504,72603,564369.3,268187.2,377608.7,116067190,34655071,81412119,합계
충청남도 논산시,2023-02,4248,59773,741771,295485,446285.9,125927464,32483645,93443819,합계
충청남도 계룡시,2023-02,1357,28054,318979,139046.3,179932.6,48258141,13930692,34327449,합계
충청남도 당진시,2023-02,2445,44654,606744,233525.5,373218.4,88338638,22910265,65428373,합계
충청남도 금산군,2023-02,,,,,,,,,합계
충청남도 부여군,2023-02,303,2953,55302,16996,38305.9,10338616,1652584,8686032,합계
충청남도 서천군,2023-02,469,4293,83848,22286.7,61561.2,13985234,2183847,11801387,합계
충청남도 청양군,2023-02,365,1896,61661,15836.7,45824.2,10042546,1632357,8410189,합계
충청남도 홍성군,2023-02,2495,42020,446376,171944.5,274431.4,85009722,18237457,66772265,합계
충청남도 예산군,2023-02,1343,21340,282498,94900.7,187597.2,49998187,9241656,40756531,합계
충청남도 태안군,2023-02,1430,15940,247937,73186.3,174750.6,47690095,7404300,40285795,합계
전북특별자치도 전주시,2023-02,60299,1443090,10947628.9,5805843.5,5393139.4,2031831168,877747856,1154083312,합계
전북특별자치도 군산시,2023-02,28475,645862,4963191.5,2359755.6,2672520.3,844993407,319506286,525487121,합계
전북특별자치도 익산시,2023-02,5412,122696,1013481,468994.7,544486.2,192768427,60251956,132516471,합계
전북특별자치도 정읍시,2023-02,10750,191961,1712686.5,639523.3,1171993.6,346734027,79273844,267460183,합계
전북특별자치도 남원시,2023-02,6564,116352,1016707,364510.7,652196.2,215648317,44479860,171168457,합계
전북특별자치도 김제시,2023-02,7189,98968,1092098,330702,761395.9,193438298,40274511,153163787,합계
전북특별자치도 완주군,2023-02,2897,33366,546556,217815.7,328740.2,90356995,23265027,67091968,합계
전북특별자치도 진안군,2023-02,719,5339,136980,39373,97606.9,16835954,3754012,13081942,합계
전북특별자치도 무주군,2023-02,1083,7663,222958,76189,146768.9,24952438,6764220,18188218,합계
전북특별자치도 장수군,2023-02,381,1497,81199,18361.6,62837.3,6772690,1657604,5115086,합계
전북특별자치도 임실군,2023-02,1001,5370,184150,59505.6,124644.3,20847636,5419700,15427936,합계
전북특별자치도 순창군,2023-02,1040,5755,165332,46893.4,118438.5,22724445,4757110,17967335,합계
전북특별자치도 고창군,2023-02,3015,32681,535229,170896.7,364332.2,80601164,17756707,62844457,합계
전북특별자치도 부안군,2023-02,3491,29475,563632,152991.2,438349.7,103201590,15943650,87257940,합계
전라남도 목포시,2023-02,29597,701950,5361799.4,2421005.5,2953528.4,938979769,357766067,581213702,합계
전라남도 여수시,2023-02,30552,794371,6249185,3336759.5,2923670.4,1051584917,415610907,635974010,합계
전라남도 순천시,2023-02,8802,244021,1870607,964876,905730.9,335353671,122570667,212783004,합계
전라남도 나주시,2023-02,4439,49632,919689,334350.5,585338.4,129838629,30849742,98988887,합계
전라남도 광양시,2023-02,7646,142166,1417172.5,641580.4,920901.5,277923033,71778032,206145001,합계
전라남도 담양군,2023-02,1851,13307,293978,92593.2,201384.7,47663338,8857307,38806031,합계
전라남도 곡성군,2023-02,181,561,35701,6633.6,29067.3,3321908,520332,2801576,합계
전라남도 구례군,2023-02,414,4244,71347,17164.2,54182.7,12592143,1541169,11050974,합계
전라남도 고흥군,2023-02,1685,11425,297593,71550,226042.9,40221208,6480788,33740420,합계
전라남도 보성군,2023-02,1904,13392,338262,98588.6,239673.3,33602411,8413834,25188577,합계
전라남도 화순군,2023-02,1590,24951,254494,98032.5,156461.4,56873551,12098775,44774776,합계
전라남도 장흥군,2023-02,1195,7449,218013,61763.5,156249.4,27851106,5358221,22492885,합계
전라남도 강진군,2023-02,1740,11223,351899,72190.7,279708.2,40438428,7330434,33107994,합계
전라남도 해남군,2023-02,4017,54659,830684,236422,594261.9,105673023,23231117,82441906,합계
전라남도 영암군,2023-02,1939,15115,364457,123562.9,240894,33099514,11631663,21467851,합계
전라남도 무안군,2023-02,3210,49166,704693,273313.7,431379.2,95023304,29005050,66018254,합계
전라남도 함평군,2023-02,474,1590,80359,14490,65868.9,9198546,1258819,7939727,합계
전라남도 영광군,2023-02,2502,29633,463143,126911.3,336231.6,93403310,13608167,79795143,합계
전라남도 장성군,2023-02,2188,15014,350965,93300.7,257664.2,73756528,8537105,65219423,합계
전라남도 완도군,2023-02,2593,32452,475590,133687.2,341902.7,71414776,14834471,56580305,합계
전라남도 진도군,2023-02,1320,6282,274073,68250,205822.9,29894016,6051395,23842621,합계
전라남도 신안군,2023-02,1040,9412,179480,63539.5,115940.4,20314437,6846760,13467677,합계
경상북도 포항시,2023-02,43611,870647,7887316.3,3916183.2,4283535.7,1317667910,518584228,799083682,합계
경상북도 경주시,2023-02,23439,470850,4781841.9,2145482.5,2640425.4,758255398,241287882,516967516,합계
