지자체명,연월,영업대수,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),합계
경기도 평택시,2024-02,29752,620380,5901886.9,3250821.8,3780538.1,1028841096,398901480,629939616,합계
경기도 동두천시,2024-02,8126,164563,1400234,638206.7,762027.2,283272988,78635062,204637926,합계
경기도 안산시,2024-02,53008,1055158,9388875.2,5254928.2,4394717.7,1721752206,718425121,1003327085,합계
경기도 고양시,2024-02,49620,733380,9299906.1,5652535.9,3694984,1632101357,654817006,977284351,합계
경기도 과천시,2024-02,6079,100747,1194740,653080.2,541659.7,203694637,79509211,124185426,합계
경기도 구리시,2024-02,15992,263374,3194744.9,1749058.2,1508774.7,528160016,204520914,323639102,합계
경기도 남양주시,2024-02,23489,413349,4852543.3,2673787.5,2203078.4,810658813,303561840,507096973,합계
경기도 오산시,2024-02,15444,237631,2861095.4,1599401.9,1276477,489122500,201855492,287267008,합계
경기도 시흥시,2024-02,27697,448926,5055540,2743441.9,2312098,894823483,334709020,560114463,합계
경기도 군포시,2024-02,12931,198587,2249877,1218580.1,1031296.8,408277423,154645834,253631589,합계
경기도 의왕시,2024-02,1632,24543,282037,158059.8,123977.1,49677120,19439392,30237728,합계
경기도 하남시,2024-02,7294,111163,1378968,721178.6,708255.3,230220983,86117689,144103294,합계
경기도 용인시,2024-02,37807,548347,7915972.9,4425375.9,3901702,1213603395,490950067,722653328,합계
경기도 파주시,2024-02,17154,292602,4385246,2235323.9,2149922,655394826,222600525,432794301,합계
경기도 이천시,2024-02,9843,174545,2133092.4,1034124.4,1124248.5,356698688,114534074,242164614,합계
경기도 안성시,2024-02,8993,132840,1824141.2,836518,1097697.9,283709680,89713807,193995873,합계
경기도 김포시,2024-02,13383,214966,2978782.4,1696973.3,1589941.6,456768663,190467096,266301567,합계
경기도 화성시,2024-02,26624,397208,6251359.5,3461114.2,2878359.7,888994575,378763978,510230597,합계
경기도 광주시,2024-02,9164,141216,1981600,1059378.7,922221.2,304506504,113822432,190684072,합계
경기도 양주시,2024-02,6889,110464,1325530,733552.3,591977.6,215172255,81802493,133369762,합계
경기도 포천시,2024-02,6271,95358,1352916.2,590838.4,1104838.5,212932272,60089614,152842658,합계
경기도 여주시,2024-02,4004,65585,792620,342475.4,450144.5,134453635,36807326,97646309,합계
경기도 연천군,2024-02,1499,24998,404269.9,176715.4,437197.5,45332539,14774803,30557736,합계
경기도 가평군,2024-02,3606,62092,816314,369384.6,446929.3,118360855,32673321,85687534,합계
경기도 양평군,2024-02,4535,72025,942373,397335.4,545037.5,132381628,38640535,93741093,합계
강원특별자치도 춘천시,2024-02,29307,724828,4612565.9,2332569.4,2427854.5,929551229,352355172,577196057,합계
강원특별자치도 원주시,2024-02,34014,776378,5715474.4,2960722.2,3352440.7,1081520353,389503446,692016907,합계
강원특별자치도 강릉시,2024-02,24057,577873,4106780.5,2204172.7,1931950.2,746989493,296802603,450186890,합계
강원특별자치도 동해시,2024-02,9425,203667,1419044,698123.9,720920,295682547,84616037,211066510,합계
강원특별자치도 태백시,2024-02,5219,131235,982578.1,458805.8,537506.1,170713566,50616204,120097362,합계
강원특별자치도 속초시,2024-02,11220,281903,1754231,838397.3,915833.6,349812368,118076480,231735888,합계
강원특별자치도 삼척시,2024-02,4985,120540,743422,332502.1,410919.8,171096280,42348652,128747628,합계
강원특별자치도 홍천군,2024-02,3334,72818,638398,266992.5,371405.4,121452335,27586357,93865978,합계
강원특별자치도 횡성군,2024-02,1102,14293,213760,72068.3,141691.6,37902850,6643710,31259140,합계
강원특별자치도 영월군,2024-02,1851,32712,337387,96451.3,240935.6,58541904,10282679,48259225,합계
강원특별자치도 평창군,2024-02,2539,33006,648563,268462.5,380100.4,70448653,21449293,48999360,합계
강원특별자치도 정선군,2024-02,4470,85293,1171194,418640.5,752553.4,147677317,35957185,111720132,합계
강원특별자치도 철원군,2024-02,2265,30188,423738,177846.7,245891.2,64278827,14916481,49362346,합계
강원특별자치도 화천군,2024-02,1267,16742,230846,92030.8,138815.1,37953040,7565565,30387475,합계
강원특별자치도 양구군,2024-02,849,11033,160796,71493,89302.9,20160230,5446885,14713345,합계
강원특별자치도 인제군,2024-02,1120,12009,232413,93445.7,138967.2,31470732,6545118,24925614,합계
강원특별자치도 고성군,2024-02,1470,15414,312504,119249.5,193254.4,55636656,10359270,45277386,합계
강원특별자치도 양양군,2024-02,1870,21498,308790,122564.9,186225,61666095,10987133,50678962,합계
충청북도 청주시,2024-02,77692,1461437,14097754.6,7469983.4,6631044.5,2452714935,1014642416,1438072519,합계
충청북도 충주시,2024-02,21857,442440,3564238,1547334.3,2016903.6,681566711,202847690,478719021,합계
충청북도 제천시,2024-02,10363,218287,1580082.7,688350.1,901212.8,292468163,92752497,199715666,합계
충청북도 보은군,2024-02,1679,9668,258746,78635.2,180110.7,38865083,8148842,30716241,합계
충청북도 옥천군,2024-02,3291,50117,483206,172551.4,310654.5,106520028,20684822,85835206,합계
충청북도 영동군,2024-02,2618,32566,418863,140872,277990.9,78977327,14227792,64749535,합계
충청북도 증평군,2024-02,2664,35021,457302,154660.5,304313.4,89469672,17871070,71598602,합계
충청북도 진천군,2024-02,2664,51827,679949,289706.7,391772.2,96031417,27575883,68455534,합계
충청북도 괴산군,2024-02,1266,10256,227489,90274.5,137214.4,27001900,8732967,18268933,합계
충청북도 음성군,2024-02,5284,92172,1279715,540739,738975.9,194749968,48767793,145982175,합계
충청북도 단양군,2024-02,1726,16395,250814.3,89406.6,666765.3,49449201,8549667,40899534,합계
충청남도 천안시,2024-02,46048,1080510,9504693.2,5368953,4219916.9,1646748616,718375532,928373084,합계
충청남도 공주시,2024-02,1276,17813,229168,84721.9,144446,46394133,8964367,37429766,합계
충청남도 보령시,2024-02,6954,118618,1070503,442665.6,627837.3,244795223,51906613,192888610,합계
충청남도 아산시,2024-02,22506,411734,4600120,2350487.6,2249632.3,766225080,258886960,507338120,합계
충청남도 서산시,2024-02,2287,59927,468438.2,229185.6,253652.3,100525468,27621069,72904399,합계
충청남도 논산시,2024-02,7869,120548,1321653,555759.9,765893,274449686,61234149,213215537,합계
충청남도 계룡시,2024-02,1485,29169,311378,139965,171412.9,52146343,14442391,37703952,합계
충청남도 당진시,2024-02,2492,42629,571054,216482.3,354571.6,87597536,21860115,65737421,합계
충청남도 금산군,2024-02,21,198,3881,881.9,2999,797504,100676,696828,합계
충청남도 부여군,2024-02,2924,26568,402804,143366.1,259437.8,99196294,14673662,84522632,합계
충청남도 서천군,2024-02,341,3457,57871,19795.7,38075.2,8979386,1836057,7143329,합계
충청남도 청양군,2024-02,1313,7088,190925,51520.2,139404.7,39178614,4414392,34764222,합계
충청남도 홍성군,2024-02,2582,45006,458921,184029.5,274891.4,96057641,19826304,76231337,합계
충청남도 예산군,2024-02,1256,18551,243353,80315.6,163037.3,46156511,7863631,38292880,합계
충청남도 태안군,2024-02,1446,15022,211352,65687,145664.9,44897410,6683752,38213658,합계
전북특별자치도 전주시,2024-02,57526,1271131,9769727.9,5197990.7,4805093.2,1849520420,782290687,1067229733,합계
전북특별자치도 군산시,2024-02,26390,562009,4538194,2147734.1,2390459.8,829375441,280127600,549247841,합계
전북특별자치도 익산시,2024-02,5846,121937,1044303,483370.3,560932.6,201457666,61365765,140091901,합계
전북특별자치도 정읍시,2024-02,9972,166456,1583475.5,576492.8,1212745.1,317053212,69418875,247634337,합계
전북특별자치도 남원시,2024-02,5916,94694,875197.3,317532.7,571860.2,194176099,37035801,157140298,합계
전북특별자치도 김제시,2024-02,3342,34842,509886,154447.9,355438,88951632,16805196,72146436,합계
전북특별자치도 완주군,2024-02,1040,16254,206261,92689.3,113571.6,33722916,10711319,23011597,합계
전북특별자치도 진안군,2024-02,709,4648,119878,39391,80486.9,18154320,4300254,13854066,합계
전북특별자치도 무주군,2024-02,400,3006,62128,21652.2,40475.7,7498186,1937297,5560889,합계
전북특별자치도 장수군,2024-02,464,1604,105388,19531.2,85856.7,9821601,1803557,8018044,합계
전북특별자치도 임실군,2024-02,712,3952,120833,42780.9,78052,14234185,3837938,10396247,합계
전북특별자치도 순창군,2024-02,,,,,,,,,합계
전북특별자치도 고창군,2024-02,245,2706,42644,11875.3,30768.6,7266347,1167568,6098779,합계
전북특별자치도 부안군,2024-02,81,958,13740,4301.9,9438,2792686,416769,2375917,합계
전라남도 목포시,2024-02,28594,620210,4942732,2234420.9,2708311,894214668,326772990,567441678,합계
전라남도 여수시,2024-02,30158,712929,5756864,3009123.6,2747740.3,1006297237,374765074,631532163,합계
전라남도 순천시,2024-02,9120,235544,1893895.6,969565.8,937478.1,340992936,121917476,219075460,합계
전라남도 나주시,2024-02,4776,56456,1076689,375546.2,701142.7,137271426,35170270,102101156,합계
전라남도 광양시,2024-02,7572,157170,1428600,736890.2,691709.7,269639274,82148616,187490658,합계
전라남도 담양군,2024-02,1951,15512,303826,107132.6,196693.3,51778980,10431383,41347597,합계
전라남도 곡성군,2024-02,292,1276,46465,13204.8,33260.1,7009778,1225942,5783836,합계
전라남도 구례군,2024-02,428,4197,71018,18843.5,52174.4,13252464,1826100,11426364,합계
전라남도 고흥군,2024-02,500,3011,94211,22101.7,72109.2,12889909,2792739,10097170,합계
전라남도 보성군,2024-02,1716,14796,322166,103889.2,218276.7,34237964,8874198,25363766,합계
전라남도 화순군,2024-02,2903,45622,434050,180205.7,253844.2,102394459,20092505,82301954,합계
전라남도 장흥군,2024-02,636,4850,133135,39647.2,93487.7,16143351,3466020,12677331,합계
전라남도 강진군,2024-02,43,245,7918,1538,6379.9,982403,121298,861105,합계
전라남도 해남군,2024-02,3064,40583,632663,197514.3,435148.6,83662275,18335811,65326464,합계
전라남도 영암군,2024-02,878,7404,168633,57044.9,111588,18213440,4876430,13337010,합계
전라남도 무안군,2024-02,2789,45791,577796.9,248943.7,431626.2,76808166,26153948,50654218,합계
전라남도 함평군,2024-02,,,,,,,,,합계
전라남도 영광군,2024-02,2357,25097,414659,130272.4,284386.5,81084285,12810823,68273462,합계
전라남도 장성군,2024-02,2019,16895,371843.7,110842.4,264066.5,69737645,10078257,59659388,합계
전라남도 완도군,2024-02,2178,28536,407789,112220.8,295568.1,59469240,11042879,48426361,합계
전라남도 진도군,2024-02,1526,7605,324582,77709.5,246872.4,35598670,6625902,28972768,합계
전라남도 신안군,2024-02,1085,11468,191914,76530,115383.9,21850101,8147606,13702495,합계
경상북도 포항시,2024-02,45497,915676,8102325.3,4202737.7,3917403.2,1394382664,547386425,846996239,합계
