지자체명,연월,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),1대당 1일평균
경상북도 구미시,2024-11,23,208,112,97,37361,13891,23470,1대당 1일평균
경상북도 영주시,2024-11,21,149,60,89,29917,8396,21521,1대당 1일평균
경상북도 영천시,2024-11,17,159,62,97,26320,7567,18752,1대당 1일평균
경상북도 상주시,2024-11,15,149,44,105,32293,5747,26546,1대당 1일평균
경상북도 문경시,2024-11,17,160,62,99,34948,6901,28047,1대당 1일평균
경상북도 경산시,2024-11,17,202,100,103,34297,11677,22620,1대당 1일평균
경상북도 의성군,2024-11,5,187,38,148,22986,3418,19568,1대당 1일평균
경상북도 청송군,2024-11,7,187,59,128,20837,5330,15507,1대당 1일평균
경상북도 영양군,2024-11,7,212,85,127,22642,7563,15079,1대당 1일평균
경상북도 영덕군,2024-11,10,176,60,116,15861,5202,10659,1대당 1일평균
경상북도 청도군,2024-11,7,149,46,102,22288,4632,17656,1대당 1일평균
경상북도 고령군,2024-11,7,248,81,168,25142,6759,18383,1대당 1일평균
경상북도 성주군,2024-11,9,223,75,149,23663,6625,17038,1대당 1일평균
경상북도 칠곡군,2024-11,17,204,91,114,31697,9289,22408,1대당 1일평균
경상북도 예천군,2024-11,9,181,50,132,24225,4449,19776,1대당 1일평균
경상북도 봉화군,2024-11,4,194,45,149,22686,3699,18987,1대당 1일평균
경상북도 울진군,2024-11,11,192,58,135,23491,4800,18691,1대당 1일평균
경상북도 울릉군,2024-11,9,120,28,92,20916,4065,16852,1대당 1일평균
경상남도 창원시,2024-11,19,201,96,116,32270,11937,20332,1대당 1일평균
경상남도 진주시,2024-11,23,193,100,93,34305,12398,21907,1대당 1일평균
경상남도 통영시,2024-11,22,202,90,112,34030,11137,22893,1대당 1일평균
경상남도 사천시,2024-11,21,180,75,106,35079,8597,26482,1대당 1일평균
경상남도 김해시,2024-11,21,202,102,100,33795,12855,20940,1대당 1일평균
경상남도 밀양시,2024-11,16,162,64,98,28525,7513,21013,1대당 1일평균
경상남도 거제시,2024-11,25,219,116,103,38462,13034,25428,1대당 1일평균
경상남도 양산시,2024-11,22,195,102,93,35897,11916,23981,1대당 1일평균
경상남도 의령군,2024-11,6,154,48,105,17160,3876,13284,1대당 1일평균
경상남도 함안군,2024-11,10,180,69,110,26989,6783,20206,1대당 1일평균
경상남도 창녕군,2024-11,7,175,48,127,25248,4615,20633,1대당 1일평균
경상남도 고성군,2024-11,10,161,53,108,25584,5771,19813,1대당 1일평균
경상남도 남해군,2024-11,7,159,48,111,24240,4342,19897,1대당 1일평균
경상남도 하동군,2024-11,5,180,41,138,18064,3860,14205,1대당 1일평균
경상남도 산청군,2024-11,10,206,83,123,18835,6987,11848,1대당 1일평균
경상남도 함양군,2024-11,7,159,35,124,24251,3531,20720,1대당 1일평균
경상남도 거창군,2024-11,15,174,56,118,26552,6241,20311,1대당 1일평균
경상남도 합천군,2024-11,4,181,41,139,22271,3678,18594,1대당 1일평균
제주특별자치도,2024-11,17,190,97,96,30213,11988,18225,1대당 1일평균
서울특별시,2024-12,15,224,133,20286,34269,17049,17220,1대당 1일평균
부산광역시,2024-12,16,176,99,77,31569,13361,18208,1대당 1일평균
대구광역시,2024-12,16,162,84,78,30594,11726,18868,1대당 1일평균
인천광역시,2024-12,16,201,115,88,33469,14147,19323,1대당 1일평균
광주광역시,2024-12,20,189,114,74,33253,15444,17809,1대당 1일평균
대전광역시,2024-12,20,180,101,89,33025,14559,18466,1대당 1일평균
울산광역시,2024-12,19,194,104,90,32621,12788,19834,1대당 1일평균
세종특별자치시,2024-12,18,245,118,127,34888,11806,23082,1대당 1일평균
경기도 수원시,2024-12,17,192,115,81,34223,15737,18486,1대당 1일평균
경기도 성남시,2024-12,17,201,112,90,32636,13470,19166,1대당 1일평균
경기도 의정부시,2024-12,21,217,113,114,36303,15067,21236,1대당 1일평균
경기도 안양시,2024-12,18,199,114,85,35413,14852,20562,1대당 1일평균
경기도 부천시,2024-12,15,172,92,80,31287,12927,18359,1대당 1일평균
경기도 광명시,2024-12,12,203,101,128,32936,12008,20927,1대당 1일평균
경기도 평택시,2024-12,20,197,108,95,34710,13375,21335,1대당 1일평균
경기도 동두천시,2024-12,21,181,83,98,37471,10237,27234,1대당 1일평균
경기도 안산시,2024-12,20,182,102,82,32275,14299,17976,1대당 1일평균
경기도 고양시,2024-12,16,208,125,84,34677,14390,20287,1대당 1일평균
경기도 과천시,2024-12,17,201,114,87,34144,14010,20135,1대당 1일평균
경기도 구리시,2024-12,16,220,112,168,34934,12948,21986,1대당 1일평균
경기도 남양주시,2024-12,17,210,114,97,34352,12902,21450,1대당 1일평균
경기도 오산시,2024-12,15,187,104,83,31938,13377,18561,1대당 1일평균
경기도 시흥시,2024-12,16,183,101,82,32460,12525,19935,1대당 1일평균
경기도 군포시,2024-12,16,183,103,80,32966,13142,19824,1대당 1일평균
경기도 의왕시,2024-12,16,183,105,78,32328,13394,18934,1대당 1일평균
경기도 하남시,2024-12,15,192,101,91,32156,12193,19963,1대당 1일평균
경기도 용인시,2024-12,14,216,117,133,33713,13312,20401,1대당 1일평균
경기도 파주시,2024-12,17,254,135,119,37660,13650,24010,1대당 1일평균
경기도 이천시,2024-12,18,223,111,113,35758,12407,23351,1대당 1일평균
경기도 안성시,2024-12,15,202,92,117,32800,10301,22498,1대당 1일평균
경기도 김포시,2024-12,14,228,118,129,35219,12542,22677,1대당 1일평균
경기도 화성시,2024-12,15,244,130,151,34360,14627,19733,1대당 1일평균
경기도 광주시,2024-12,15,210,112,98,33007,12388,20619,1대당 1일평균
경기도 양주시,2024-12,17,206,111,110,32724,12630,20094,1대당 1일평균
경기도 포천시,2024-12,15,221,95,132,34129,9912,24217,1대당 1일평균
경기도 여주시,2024-12,17,202,90,123,34474,9715,24759,1대당 1일평균
경기도 연천군,2024-12,17,286,124,163,31266,10456,20809,1대당 1일평균
경기도 가평군,2024-12,17,222,103,119,31572,9077,22495,1대당 1일평균
경기도 양평군,2024-12,16,220,92,183,35471,9098,26374,1대당 1일평균
강원특별자치도 춘천시,2024-12,24,161,78,95,32087,11892,20195,1대당 1일평균
강원특별자치도 원주시,2024-12,22,175,86,123,33623,11446,22177,1대당 1일평균
강원특별자치도 강릉시,2024-12,22,163,83,80,31732,11162,20570,1대당 1일평균
강원특별자치도 동해시,2024-12,19,133,63,70,31825,7619,24206,1대당 1일평균
강원특별자치도 태백시,2024-12,22,182,77,105,32060,7953,24107,1대당 1일평균
강원특별자치도 속초시,2024-12,23,157,72,86,31295,9859,21436,1대당 1일평균
강원특별자치도 삼척시,2024-12,23,150,63,87,34458,7830,26627,1대당 1일평균
강원특별자치도 홍천군,2024-12,21,192,79,113,37503,8292,29211,1대당 1일평균
강원특별자치도 횡성군,2024-12,15,212,78,242,36065,7268,28797,1대당 1일평균
강원특별자치도 영월군,2024-12,16,210,52,237,33011,5493,27518,1대당 1일평균
강원특별자치도 평창군,2024-12,10,213,77,136,24169,6067,18102,1대당 1일평균
강원특별자치도 정선군,2024-12,17,252,101,151,34809,7704,27105,1대당 1일평균
강원특별자치도 철원군,2024-12,13,177,74,103,28234,6142,22092,1대당 1일평균
강원특별자치도 화천군,2024-12,14,193,80,112,29534,6442,23092,1대당 1일평균
강원특별자치도 양구군,2024-12,16,233,106,127,28067,7823,20245,1대당 1일평균
강원특별자치도 인제군,2024-12,12,222,95,127,28011,6472,21539,1대당 1일평균
강원특별자치도 고성군,2024-12,10,228,81,147,36659,6564,30095,1대당 1일평균
강원특별자치도 양양군,2024-12,11,156,59,97,32535,5022,27513,1대당 1일평균
충청북도 청주시,2024-12,20,186,102,84,32389,13847,18543,1대당 1일평균
충청북도 충주시,2024-12,21,163,74,89,31686,9519,22167,1대당 1일평균
충청북도 제천시,2024-12,22,176,70,133,28677,9448,19230,1대당 1일평균
충청북도 보은군,2024-12,6,157,46,111,24506,4718,19788,1대당 1일평균
충청북도 옥천군,2024-12,17,170,61,109,32397,7231,25166,1대당 1일평균
충청북도 영동군,2024-12,13,170,55,115,31601,5178,26423,1대당 1일평균
충청북도 증평군,2024-12,14,185,59,128,34921,6837,28083,1대당 1일평균
충청북도 진천군,2024-12,20,254,112,143,38450,10717,27732,1대당 1일평균
충청북도 괴산군,2024-12,10,199,78,121,23977,7726,16251,1대당 1일평균
충청북도 음성군,2024-12,18,249,104,146,38115,9402,28713,1대당 1일평균
충청북도 단양군,2024-12,10,186,56,151,28859,5307,23552,1대당 1일평균
충청남도 천안시,2024-12,24,205,118,88,35261,15996,19265,1대당 1일평균
충청남도 공주시,2024-12,17,199,78,122,38518,8530,29987,1대당 1일평균
충청남도 보령시,2024-12,18,157,66,91,35178,7757,27421,1대당 1일평균
충청남도 아산시,2024-12,19,206,110,96,33791,12240,21551,1대당 1일평균
충청남도 서산시,2024-12,21,207,80,270,36383,10329,26054,1대당 1일평균
충청남도 논산시,2024-12,16,173,75,98,34607,8261,26347,1대당 1일평균
충청남도 계룡시,2024-12,20,206,92,113,34472,9983,24489,1대당 1일평균
충청남도 당진시,2024-12,19,193,89,104,36567,9602,26965,1대당 1일평균
충청남도 금산군,2024-12,10,169,58,111,31406,5962,25444,1대당 1일평균
충청남도 부여군,2024-12,10,155,55,99,34325,5552,28772,1대당 1일평균
충청남도 서천군,2024-12,11,171,59,112,28255,5538,22717,1대당 1일평균
충청남도 청양군,2024-12,6,138,35,103,28264,3059,25205,1대당 1일평균
충청남도 홍성군,2024-12,18,166,70,96,35431,7899,27533,1대당 1일평균
충청남도 예산군,2024-12,16,199,69,130,37208,6909,30300,1대당 1일평균
충청남도 태안군,2024-12,12,143,50,93,33900,5443,28457,1대당 1일평균
전북특별자치도 전주시,2024-12,22,172,92,82,32489,14022,18467,1대당 1일평균
전북특별자치도 군산시,2024-12,22,174,85,89,31352,11116,20236,1대당 1일평균
전북특별자치도 익산시,2024-12,19,155,76,79,30764,10320,20445,1대당 1일평균
전북특별자치도 정읍시,2024-12,17,160,60,100,31486,7416,24070,1대당 1일평균
전북특별자치도 남원시,2024-12,16,145,53,92,32908,6320,26589,1대당 1일평균
전북특별자치도 김제시,2024-12,14,159,50,108,27377,5821,21556,1대당 1일평균
전북특별자치도 완주군,2024-12,13,211,87,124,32745,9373,23372,1대당 1일평균
전북특별자치도 진안군,2024-12,11,227,78,149,28897,7442,21455,1대당 1일평균
전북특별자치도 무주군,2024-12,7,187,67,123,21017,5791,15226,1대당 1일평균
전북특별자치도 장수군,2024-12,4,249,54,195,21729,4817,16912,1대당 1일평균
전북특별자치도 임실군,2024-12,6,178,66,111,20577,6188,14388,1대당 1일평균
전북특별자치도 순창군,2024-12,8,184,64,123,27117,5971,21146,1대당 1일평균
전북특별자치도 고창군,2024-12,12,188,51,136,30591,4702,25889,1대당 1일평균
전북특별자치도 부안군,2024-12,9,164,51,113,29996,4773,25223,1대당 1일평균
전라남도 목포시,2024-12,22,175,80,95,31558,11807,19751,1대당 1일평균
전라남도 여수시,2024-12,23,187,98,90,33194,12202,20992,1대당 1일평균
전라남도 순천시,2024-12,25,199,102,97,36516,13168,23348,1대당 1일평균
전라남도 나주시,2024-12,13,216,81,135,28493,7476,21016,1대당 1일평균
전라남도 광양시,2024-12,21,189,98,91,35806,10847,24960,1대당 1일평균
전라남도 담양군,2024-12,8,159,56,103,26386,5412,20975,1대당 1일평균
전라남도 곡성군,2024-12,5,166,47,121,23526,3885,19642,1대당 1일평균
전라남도 구례군,2024-12,6,152,31,121,26136,2926,23210,1대당 1일평균
전라남도 고흥군,2024-12,6,181,45,136,23971,4436,19535,1대당 1일평균
전라남도 보성군,2024-12,9,211,69,142,22725,5786,16938,1대당 1일평균
전라남도 화순군,2024-12,15,151,60,91,34354,6731,27623,1대당 1일평균
전라남도 장흥군,2024-12,7,206,54,153,26150,4515,21635,1대당 1일평균
전라남도 강진군,2024-12,9,215,54,162,25595,4665,20930,1대당 1일평균
전라남도 해남군,2024-12,14,226,69,157,27947,6400,21547,1대당 1일평균
전라남도 영암군,2024-12,9,203,66,137,22190,5607,16583,1대당 1일평균
전라남도 무안군,2024-12,15,206,81,158,28123,8503,19620,1대당 1일평균
전라남도 함평군,2024-12,,,,,,,,1대당 1일평균
전라남도 영광군,2024-12,11,180,51,129,35687,5172,30516,1대당 1일평균
전라남도 장성군,2024-12,10,177,58,147,34954,5420,29534,1대당 1일평균
전라남도 완도군,2024-12,13,183,48,135,27649,4777,22872,1대당 1일평균
전라남도 진도군,2024-12,7,220,60,159,23310,5000,18310,1대당 1일평균
전라남도 신안군,2024-12,11,156,55,100,19067,6102,12965,1대당 1일평균
경상북도 포항시,2024-12,19,178,90,88,31181,11821,19360,1대당 1일평균
경상북도 경주시,2024-12,21,200,94,118,31864,10465,21398,1대당 1일평균
경상북도 김천시,2024-12,17,169,81,88,34211,8655,25556,1대당 1일평균
경상북도 안동시,2024-12,20,166,75,90,31311,9325,21986,1대당 1일평균
경상북도 구미시,2024-12,24,209,115,94,37106,14128,22978,1대당 1일평균
경상북도 영주시,2024-12,21,146,60,86,30269,8372,21897,1대당 1일평균
경상북도 영천시,2024-12,17,158,61,100,27112,7290,19822,1대당 1일평균
경상북도 상주시,2024-12,15,143,42,101,32388,5666,26722,1대당 1일평균
경상북도 문경시,2024-12,18,162,63,99,35452,7111,28341,1대당 1일평균
경상북도 경산시,2024-12,17,199,97,102,34119,11328,22791,1대당 1일평균
경상북도 의성군,2024-12,5,182,37,144,23670,3285,20385,1대당 1일평균
경상북도 청송군,2024-12,6,168,50,119,19105,4241,14863,1대당 1일평균
경상북도 영양군,2024-12,7,199,82,118,21340,7263,14077,1대당 1일평균
경상북도 영덕군,2024-12,10,171,57,114,16005,5115,10890,1대당 1일평균
경상북도 청도군,2024-12,7,138,45,93,22722,4358,18364,1대당 1일평균
경상북도 고령군,2024-12,8,259,86,173,26272,6886,19386,1대당 1일평균
경상북도 성주군,2024-12,9,231,76,155,24541,6730,17810,1대당 1일평균
경상북도 칠곡군,2024-12,17,201,88,113,32249,9029,23219,1대당 1일평균
경상북도 예천군,2024-12,10,191,52,139,25439,4569,20870,1대당 1일평균
경상북도 봉화군,2024-12,4,202,49,153,23736,3782,19954,1대당 1일평균
경상북도 울진군,2024-12,11,184,56,128,23686,4647,19039,1대당 1일평균
경상북도 울릉군,2024-12,8,103,25,78,20780,3632,17148,1대당 1일평균
경상남도 창원시,2024-12,20,204,100,117,32159,12216,19943,1대당 1일평균
경상남도 진주시,2024-12,24,192,101,91,34166,12362,21803,1대당 1일평균
경상남도 통영시,2024-12,23,200,90,110,33971,10951,23020,1대당 1일평균
경상남도 사천시,2024-12,22,191,81,109,36185,9076,27108,1대당 1일평균
경상남도 김해시,2024-12,21,203,103,100,33281,12904,20376,1대당 1일평균
경상남도 밀양시,2024-12,17,160,64,96,28394,7333,21062,1대당 1일평균
경상남도 거제시,2024-12,25,221,119,102,37846,13321,24525,1대당 1일평균
경상남도 양산시,2024-12,22,196,102,93,35753,11931,23823,1대당 1일평균
경상남도 의령군,2024-12,6,140,44,97,16681,3543,13137,1대당 1일평균
경상남도 함안군,2024-12,10,181,70,111,28003,6891,21112,1대당 1일평균
경상남도 창녕군,2024-12,7,174,49,142,26002,4603,21398,1대당 1일평균
경상남도 고성군,2024-12,11,163,54,108,26419,5760,20660,1대당 1일평균
경상남도 남해군,2024-12,7,162,49,113,25135,4270,20865,1대당 1일평균
경상남도 하동군,2024-12,5,175,37,138,17956,3541,14415,1대당 1일평균
경상남도 산청군,2024-12,10,204,85,119,18997,7145,11852,1대당 1일평균
경상남도 함양군,2024-12,7,160,35,124,24706,3679,21027,1대당 1일평균
경상남도 거창군,2024-12,16,170,56,114,27179,6290,20889,1대당 1일평균
경상남도 합천군,2024-12,4,176,43,133,21947,3763,18184,1대당 1일평균
제주특별자치도,2024-12,18,191,102,92,30128,12539,17589,1대당 1일평균
