"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-01-21","경주시","3000355","1034014","290748","41147"
"2023-01-22","경주시","2757867","1045963","273850","60083"
"2023-01-23","경주시","3515767","1529346","330291","84633"
"2023-01-24","경주시","1873948","731382","211715","38235"
"2023-01-25","경주시","1665658","434518","128511","20521"
"2023-01-26","경주시","1761759","457524","111295","14094"
"2023-01-27","경주시","1871739","504161","100563","35361"
"2023-01-28","경주시","2376686","877543","170380","41974"
"2023-01-29","경주시","2231148","957843","183801","45949"
"2023-01-30","경주시","1823413","503424","92103","22893"
"2023-01-31","경주시","1899648","434912","94611","18380"
"2023-02-01","경주시","1805962","437268","74061","14518"
"2023-02-02","경주시","1782586","410644","103198","18041"
"2023-02-03","경주시","2037401","543864","146753","21093"
"2023-02-04","경주시","2899147","1112417","235011","58822"
"2023-02-05","경주시","2534666","1009539","238212","54625"
"2023-02-06","경주시","1826340","500805","90410","19799"
"2023-02-07","경주시","1819205","467229","91705","16115"
"2023-02-08","경주시","1920299","468866","135577","15425"
"2023-02-09","경주시","1875240","456518","89559","15398"
"2023-02-10","경주시","2024791","597212","142060","19208"
"2023-02-11","경주시","3172602","1290215","283471","60459"
"2023-02-12","경주시","2828501","1220436","227512","66276"
"2023-02-13","경주시","1967426","557720","147771","25039"
"2023-02-14","경주시","1969896","528839","119610","20933"
"2023-02-15","경주시","1815859","484548","86976","20063"
"2023-02-16","경주시","2000737","577485","126909","20228"
"2023-02-17","경주시","2533178","784141","177696","32207"
"2023-02-18","경주시","3308495","1250258","348178","75081"
"2023-02-19","경주시","2991097","1228092","302579","62980"
"2023-02-20","경주시","2247136","612520","194639","29504"
"2023-02-21","경주시","2097375","592994","168495","26044"
"2023-02-22","경주시","2212162","598804","130827","25477"
"2023-02-23","경주시","2407857","682150","189839","25782"
"2023-02-24","경주시","2672496","812622","208419","40716"
"2023-02-25","경주시","3843132","1494353","348564","87066"
"2023-02-26","경주시","3481850","1459568","305281","81940"
"2023-02-27","경주시","2744152","832991","251760","47711"
"2023-02-28","경주시","2836274","843386","277990","40337"
"2023-03-01","경주시","2697566","937332","162443","40228"
"2023-03-02","경주시","1901438","426142","85840","14111"
"2023-03-03","경주시","2028952","495893","86749","12163"
"2023-03-04","경주시","2929314","1022415","235537","46641"
"2023-03-05","경주시","2624109","945714","175661","43786"
"2023-03-06","경주시","1775192","364039","56227","10409"
"2023-03-07","경주시","1788687","399214","67136","7742"
"2023-03-08","경주시","1863662","384952","64225","8230"
"2023-03-09","경주시","1878125","423336","67631","11284"
"2023-03-10","경주시","2180370","535905","152622","17269"
"2023-03-11","경주시","3256013","1186290","216277","57391"
"2023-03-12","경주시","2354038","880994","203489","49823"
"2023-03-13","경주시","1871788","396756","138276","14493"
"2023-03-14","경주시","1843125","383547","87703","7338"
"2023-03-15","경주시","1890690","393852","65542","7954"
"2023-03-16","경주시","1962033","438078","83272","10178"
"2023-03-17","경주시","2259456","557061","169194","16069"
"2023-03-18","경주시","3492432","1309398","292617","62974"
"2023-03-19","경주시","3076371","1300223","186922","55896"
"2023-03-20","경주시","1969827","497318","97570","16520"
"2023-03-21","경주시","1981265","466694","86406","16292"
"2023-03-22","경주시","1989831","439685","111642","13752"
"2023-03-23","경주시","1666713","460180","93402","10516"
"2023-03-24","경주시","2696029","816803","182096","22549"
"2023-03-25","경주시","4307263","1804430","355177","83085"
"2023-03-26","경주시","4047613","1858570","282456","69223"
"2023-03-27","경주시","2677523","964776","146878","30201"
"2023-03-28","경주시","2601800","889389","141709","25411"
"2023-03-29","경주시","2696731","902802","164735","21409"
"2023-03-30","경주시","2920827","961866","315179","26047"
"2023-03-31","경주시","3357309","1259942","243569","38106"
"2023-04-01","경주시","4971030","2281425","254714","84523"
"2023-04-02","경주시","4185814","1925995","350297","81830"
"2023-04-03","경주시","2579853","859910","174505","34623"
"2023-04-04","경주시","2266591","667926","141798","27990"
"2023-04-05","경주시","1747273","507343","153371","12905"
"2023-04-06","경주시","2204903","577817","126476","22396"
"2023-04-07","경주시","2648919","776163","181608","28549"
"2023-04-08","경주시","3667845","1523401","206313","84646"
"2023-04-09","경주시","3444892","1431588","276020","71940"
"2023-04-10","경주시","2232084","663148","135938","26561"
"2023-04-11","경주시","2114014","571774","87415","21171"
"2023-04-12","경주시","2115628","583950","104735","20571"
"2023-04-13","경주시","2349566","620959","189022","20905"
"2023-04-14","경주시","2618088","806448","157484","27451"
