"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-08-29","영등포구","6887748","2576045","139778","43064"
"2022-08-30","영등포구","7217362","2758916","148529","34669"
"2022-08-31","영등포구","7981752","3066745","128537","38120"
"2022-09-01","영등포구","8532549","3010563","141022","25439"
"2022-09-02","영등포구","9253844","3284064","266637","28526"
"2022-09-03","영등포구","11815811","3538402","438236","79942"
"2022-09-04","영등포구","10026317","2295228","352269","58329"
"2022-09-05","영등포구","5968545","2051949","137051","20703"
"2022-09-06","영등포구","7198114","2651000","98535","24903"
"2022-09-07","영등포구","8786843","2997623","239833","27758"
"2022-09-08","영등포구","9607447","3128762","198685","41871"
"2022-09-09","영등포구","5604809","2175417","377930","66956"
"2022-09-10","영등포구","3619110","1508699","208644","62189"
"2022-09-11","영등포구","8759904","2255434","188637","93750"
"2022-09-12","영등포구","8939718","2173644","189131","67738"
"2022-09-13","영등포구","6525205","2373453","159922","74402"
"2022-09-14","영등포구","6655327","2709282","115949","26439"
"2022-09-15","영등포구","7645032","2842077","106703","30145"
"2022-09-16","영등포구","8135472","3123306","181828","33519"
"2022-09-17","영등포구","11641946","3793076","379885","102871"
"2022-09-18","영등포구","9163708","2447807","311557","90037"
"2022-09-19","영등포구","6822771","2498873","145179","41260"
"2022-09-20","영등포구","6953312","2795361","100801","34189"
"2022-09-21","영등포구","7270907","2963370","153460","33768"
"2022-09-22","영등포구","7258806","2890707","126415","89581"
"2022-09-23","영등포구","8581327","3369937","171668","33631"
"2022-09-24","영등포구","10892238","3653700","430254","94308"
"2022-09-25","영등포구","8956608","2662283","384339","71464"
"2022-09-26","영등포구","6793317","2637601","131863","22189"
"2022-09-27","영등포구","6630455","2720901","95570","22795"
"2022-09-28","영등포구","7456705","2965791","135288","26105"
"2022-09-29","영등포구","7041408","2979279","145095","44090"
"2022-09-30","영등포구","8943601","3536763","208023","48030"
"2022-10-01","영등포구","11760175","3673617","701461","174613"
"2022-10-02","영등포구","10412610","2953630","370684","207674"
"2022-10-03","영등포구","8507991","2272503","257625","118780"
"2022-10-04","영등포구","6590737","2663046","142728","40095"
"2022-10-05","영등포구","6961078","2892963","105630","80699"
"2022-10-06","영등포구","7260628","3019589","192757","36165"
"2022-10-07","영등포구","8946102","3426883","215428","58355"
"2022-10-08","영등포구","11614595","3955456","551424","159042"
"2022-10-09","영등포구","10369946","3232959","616238","135449"
"2022-10-10","영등포구","8924192","2406213","155292","132686"
"2022-10-11","영등포구","6655652","2687665","141485","31190"
"2022-10-12","영등포구","7302952","2952557","201671","38738"
"2022-10-13","영등포구","7505189","2994153","121456","40414"
"2022-10-14","영등포구","8797650","3515407","259691","39734"
"2022-10-15","영등포구","10758364","3738696","272063","125416"
"2022-10-16","영등포구","9495860","2642071","264020","96307"
"2022-10-17","영등포구","4925878","2634614","169681","57566"
"2022-10-18","영등포구","7775773","2878391","118884","93964"
"2022-10-19","영등포구","7607920","2969403","148855","83379"
"2022-10-20","영등포구","7835631","3093340","131152","35871"
"2022-10-21","영등포구","9197470","3569928","189221","52391"
"2022-10-22","영등포구","11584527","3754739","379320","141881"
"2022-10-23","영등포구","9141857","2778997","310928","99539"
"2022-10-24","영등포구","6731682","2650374","170689","26025"
"2022-10-25","영등포구","7146747","2953593","118125","34148"
"2022-10-26","영등포구","7814598","3001350","133310","37867"
"2022-10-27","영등포구","7812056","3207085","178105","35623"
"2022-10-28","영등포구","9008895","3618023","293530","72564"
"2022-10-29","영등포구","10848341","3499989","261863","118171"
"2022-10-30","영등포구","9325200","2635267","282326","115240"
"2022-10-31","영등포구","7137869","2879895","184668","39731"
"2022-11-01","영등포구","6792139","2856512","160327","18013"
"2022-11-02","영등포구","6948693","2903902","168513","29800"
"2022-11-03","영등포구","7073951","2925864","106845","21143"
"2022-11-04","영등포구","8707505","3334094","174924","34589"
"2022-11-05","영등포구","11296382","3383026","485497","78439"
"2022-11-06","영등포구","10214258","2759840","504528","77687"
"2022-11-07","영등포구","6496536","2477263","155992","30530"
"2022-11-08","영등포구","7029240","2810692","94159","24558"
"2022-11-09","영등포구","7461068","2868285","286484","29750"
"2022-11-10","영등포구","7751458","3091016","206325","31254"
"2022-11-11","영등포구","9636268","3579242","199285","53114"
"2022-11-12","영등포구","11660545","3771346","461423","97157"
"2022-11-13","영등포구","10276428","2676147","440076","76443"
"2022-11-14","영등포구","5013003","2600207","168669","31672"
"2022-11-15","영등포구","7343311","2926587","125716","82451"
"2022-11-16","영등포구","8322924","3036624","144186","28460"
