"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-11-17","중구","5184939","987880","151996","14161"
"2022-11-18","중구","5776707","1212018","211208","21181"
"2022-11-19","중구","7125711","2088686","386815","89431"
"2022-11-20","중구","6001906","1823852","241043","69487"
"2022-11-21","중구","5357490","932198","159945","11754"
"2022-11-22","중구","5461410","890870","128825","10702"
"2022-11-23","중구","5471336","1028000","174021","9476"
"2022-11-24","중구","5120998","976866","127898","16781"
"2022-11-25","중구","4984171","1143530","182264","20681"
"2022-11-26","중구","6343655","2006367","336677","70523"
"2022-11-27","중구","5219973","1626937","258070","55715"
"2022-11-28","중구","4545782","795419","139550","11702"
"2022-11-29","중구","4354885","904477","133239","11155"
"2022-11-30","중구","4600197","892129","162433","10228"
"2022-12-01","중구","5107503","921743","201500","37180"
"2022-12-02","중구","4991374","1037802","208696","24373"
"2022-12-03","중구","6250675","1725770","325734","46547"
"2022-12-04","중구","5408213","1488991","219233","44206"
"2022-12-05","중구","4830772","791869","168116","32358"
"2022-12-06","중구","4829775","779902","340500","14146"
"2022-12-07","중구","5070076","920242","152537","9431"
"2022-12-08","중구","5231672","976221","148954","8816"
"2022-12-09","중구","5381758","1166624","207925","13036"
"2022-12-10","중구","6366193","1950512","324653","59660"
"2022-12-11","중구","5548490","1686065","267154","54014"
"2022-12-12","중구","4869320","849200","152957","10270"
"2022-12-13","중구","4882109","832183","169870","8430"
"2022-12-14","중구","5279635","883569","164528","20054"
"2022-12-15","중구","5121152","925123","236277","8623"
"2022-12-16","중구","5724288","1120649","351666","12939"
"2022-12-17","중구","5961997","1733407","357452","129473"
"2022-12-18","중구","4976489","1423982","386527","37562"
"2022-12-19","중구","5004290","942066","232095","10367"
"2022-12-20","중구","4817082","933237","152688","11681"
"2022-12-21","중구","5123503","998203","148031","42789"
"2022-12-22","중구","5538246","967632","167231","15153"
"2022-12-23","중구","5655639","1142252","211392","24085"
"2022-12-24","중구","7073798","2138097","418529","65977"
"2022-12-25","중구","5561050","2063349","472616","78487"
"2022-12-26","중구","5155865","1119227","266875","26913"
"2022-12-27","중구","5180045","1163363","219501","28721"
"2022-12-28","중구","5610552","1225588","232326","24400"
"2022-12-29","중구","5625305","1349511","298066","31880"
"2022-12-30","중구","5945276","1528982","341698","44668"
"2022-12-31","중구","7011904","2572281","373178","74800"
"2023-01-01","중구","5339251","2085090","368994","64151"
"2023-01-02","중구","4549323","919679","232853","37476"
"2023-01-03","중구","4915118","959847","172122","20523"
"2023-01-04","중구","5427178","1033957","192886","29490"
"2023-01-05","중구","5165952","1034568","145935","30889"
"2023-01-06","중구","5378093","1185450","230835","26277"
"2023-01-07","중구","5957140","1845778","303907","49469"
"2023-01-08","중구","5116625","1704358","257172","51877"
"2023-01-09","중구","5083140","978993","177716","21404"
"2023-01-10","중구","5042892","1067754","164459","14562"
"2023-01-11","중구","5399194","1118951","137767","14918"
"2023-01-12","중구","5415233","1069390","132798","15164"
"2023-01-13","중구","5050673","1183354","208293","11765"
"2023-01-14","중구","5947814","1736267","279052","28088"
"2023-01-15","중구","4999735","1538102","265505","32056"
"2023-01-16","중구","5151820","997844","145824","18037"
"2023-01-17","중구","5117975","958758","128098","53594"
"2023-01-18","중구","5808017","1075497","139303","95747"
"2023-01-19","중구","5808673","1125544","166491","11164"
"2023-01-20","중구","7067592","1301504","228632","17165"
"2023-01-21","중구","7345170","1813095","287504","38594"
"2023-01-22","중구","5323241","1844224","365137","48319"
"2023-01-23","중구","6543034","2783808","372983","76150"
"2023-01-24","중구","4980431","1569253","364771","30458"
"2023-01-25","중구","5004418","981082","205135","17530"
"2023-01-26","중구","4794507","971853","168521","12618"
"2023-01-27","중구","6066559","1126657","209731","160285"
"2023-01-28","중구","6087622","1939782","212083","40206"
"2023-01-29","중구","5309627","1732231","272185","91384"
"2023-01-30","중구","4953294","1106830","149571","18283"
"2023-01-31","중구","5154478","1087979","123260","14712"
"2023-02-01","중구","5620844","1070825","143358","24794"
"2023-02-02","중구","5398903","1064527","128812","21613"
"2023-02-03","중구","5423046","1225652","162017","29204"
"2023-02-04","중구","6316582","2114268","343579","59277"
"2023-02-05","중구","5366637","1895240","245829","57102"
"2023-02-06","중구","4824116","1030526","189299","12442"
"2023-02-07","중구","4999828","1037093","135401","10691"
"2023-02-08","중구","5358481","1117073","122713","6771"
"2023-02-09","중구","5216307","1155694","160298","37847"
"2023-02-10","중구","5461988","1247868","191337","10087"
"2023-02-11","중구","6828519","2319205","339330","71043"
"2023-02-12","중구","5635780","1936218","258452","65784"
"2023-02-13","중구","5174252","1081969","188712","20054"
"2023-02-14","중구","4982043","1122530","142416","20432"
"2023-02-15","중구","5677263","1218249","172237","19167"
"2023-02-16","중구","5410001","1206626","148220","16445"
"2023-02-17","중구","5571122","1421643","198420","35435"
"2023-02-18","중구","6435078","2199010","369106","74896"
"2023-02-19","중구","5683975","1998420","317342","67042"
"2023-02-20","중구","5237189","1094997","229144","20050"
"2023-02-21","중구","4849267","1139320","142576","20535"
"2023-02-22","중구","5514448","1245327","212739","19416"
"2023-02-23","중구","5469997","1270402","189933","43117"
"2023-02-24","중구","5963586","1442786","239240","28257"
"2023-02-25","중구","7343683","2552627","359143","81227"
"2023-02-26","중구","6051150","2180140","370562","94691"
"2023-02-27","중구","5613767","1249913","242515","37370"
"2023-02-28","중구","5883854","1479371","234456","58528"
"2023-03-01","중구","6876088","2246206","228120","80967"
"2023-03-02","중구","5229511","996559","115483","59647"
"2023-03-03","중구","4953096","1135266","120688","12507"
"2023-03-04","중구","6175669","2182332","199857","79762"
"2023-03-05","중구","5529576","1881192","243889","66391"
"2023-03-06","중구","4634546","942392","105590","13197"
"2023-03-07","중구","4409403","931029","82174","22089"
"2023-03-08","중구","5011636","996034","95885","4609"
"2023-03-09","중구","4683450","933053","104158","30939"
"2023-03-10","중구","5182775","1233868","136020","12924"
"2023-03-11","중구","6336312","2332060","264658","100140"
"2023-03-12","중구","4790814","1481258","262541","25765"
"2023-03-13","중구","4693416","877548","121522","25267"
"2023-03-14","중구","4559299","956546","70880","46013"
"2023-03-15","중구","5162606","992623","89354","25751"
"2023-03-16","중구","5344668","1034515","97743","6343"
"2023-03-17","중구","5207070","1211993","134592","16045"
"2023-03-18","중구","6609042","2443717","206010","86965"
"2023-03-19","중구","5771256","1964710","221576","82238"
"2023-03-20","중구","4957540","987726","138275","27544"
"2023-03-21","중구","4710760","983879","125971","8699"
"2023-03-22","중구","5071802","1089063","84463","7815"
"2023-03-23","중구","4915327","1037200","127123","12080"
"2023-03-24","중구","5205816","1283153","120638","16163"
"2023-03-25","중구","6534507","2327787","215481","96734"
"2023-03-26","중구","5660220","2035704","231267","88981"
"2023-03-27","중구","4825510","1021839","123430","12670"
"2023-03-28","중구","4695369","1017652","118038","13883"
"2023-03-29","중구","4801721","1045834","114028","9129"
"2023-03-30","중구","4946892","1150843","141924","24508"
"2023-03-31","중구","5266154","1312149","156708","26715"
"2023-04-01","중구","6600502","2297525","269124","104891"
"2023-04-02","중구","5456036","1962054","200981","91373"
"2023-04-03","중구","4855298","985272","106758","27415"
"2023-04-04","중구","4412112","899553","86566","14244"
"2023-04-05","중구","4526460","837052","88751","60492"
"2023-04-06","중구","4903988","942312","96682","22974"
"2023-04-07","중구","5420582","1187549","148156","20064"
"2023-04-08","중구","6457085","2310003","229290","83242"
"2023-04-09","중구","5737105","2058334","276639","84302"
"2023-04-10","중구","5123389","960131","132332","16976"
"2023-04-11","중구","4763095","941151","128365","26173"
"2023-04-12","중구","5773841","1071627","89774","23624"
"2023-04-13","중구","5470253","1064554","92444","13452"
"2023-04-14","중구","5667777","1277443","158275","33188"
"2023-04-15","중구","5964856","1977781","246758","53977"
"2023-04-16","중구","6014153","1867157","213866","73417"
