"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2022-12-09","종로구","6791234","4454009","272212","147985"
"2022-12-10","종로구","8040503","5730257","384108","97287"
"2022-12-11","종로구","5378565","3674259","242670","62223"
"2022-12-12","종로구","4781390","2939476","114235","114822"
"2022-12-13","종로구","5170957","3482079","145748","85265"
"2022-12-14","종로구","5183323","3431278","151915","54681"
"2022-12-15","종로구","5696778","3670474","255563","98148"
"2022-12-16","종로구","7226413","4787246","347969","218178"
"2022-12-17","종로구","8109318","5648362","373208","97110"
"2022-12-18","종로구","5217465","3377741","300786","68357"
"2022-12-19","종로구","5082384","3281138","159176","86875"
"2022-12-20","종로구","5919332","3911391","188227","99931"
"2022-12-21","종로구","6206875","3941458","180697","132199"
"2022-12-22","종로구","6265645","4087041","218639","181200"
"2022-12-23","종로구","6670557","4464105","211412","165778"
"2022-12-24","종로구","7794806","5117501","352324","105447"
"2022-12-25","종로구","6248520","4185218","278091","104223"
"2022-12-26","종로구","5913930","3482566","412970","107435"
"2022-12-27","종로구","6420110","4213403","191837","205679"
"2022-12-28","종로구","6551782","4540558","199727","102516"
"2022-12-29","종로구","6913121","4634685","161410","206200"
"2022-12-30","종로구","7480329","5127718","204465","254016"
"2022-12-31","종로구","6706955","4413749","294254","81581"
"2023-01-01","종로구","4512775","2661899","328969","39325"
"2023-01-02","종로구","4634311","2632317","143959","136013"
"2023-01-03","종로구","5036666","3080958","135486","251902"
"2023-01-04","종로구","5499087","3442038","96992","300632"
"2023-01-05","종로구","5768131","3587185","112342","228085"
"2023-01-06","종로구","6339460","4210200","157268","162028"
"2023-01-07","종로구","7193295","4804942","490760","92790"
"2023-01-08","종로구","5184867","3362466","218989","62841"
"2023-01-09","종로구","5150263","3102372","188661","301843"
"2023-01-10","종로구","5800775","3502780","165951","366328"
"2023-01-11","종로구","5892500","3755033","157339","201133"
"2023-01-12","종로구","6174979","3831445","144615","374863"
"2023-01-13","종로구","6178206","4163488","120005","105637"
"2023-01-14","종로구","7035950","4896132","284222","86349"
"2023-01-15","종로구","5087898","3239950","387309","119385"
"2023-01-16","종로구","5245315","3139955","181097","223986"
"2023-01-17","종로구","5672088","3456522","123443","206943"
"2023-01-18","종로구","5757249","3773586","114865","117320"
"2023-01-19","종로구","5936571","3826362","123499","167768"
"2023-01-20","종로구","6457472","4043109","407890","83646"
"2023-01-21","종로구","4394268","2754104","219047","68462"
"2023-01-22","종로구","2503812","1724749","231887","22291"
"2023-01-23","종로구","5072484","3357432","298467","66672"
"2023-01-24","종로구","3465059","2060663","139078","38049"
"2023-01-25","종로구","4233756","2570857","160658","167923"
"2023-01-26","종로구","5071714","3257465","93135","162075"
